physician_id,urban_population_perc_in_physician_locality,percent_population_with_health_insurance_in_last10q,physician_gender,physician_tenure,physician_age,physician_speciality
6190,0.82,0.33,F,27,50,nephrology
6191,1,0.92,F,26,50,nephrology
6192,0.4,0.51,M,29,55,nephrology
6193,1,0.1,F,29,55,nephrology
6194,0.96,0.11,F,23,54,nephrology
6195,0.72,0.15,M,25,48,nephrology
6196,1,0.1,M,26,52,nephrology
6197,1,0.27,F,26,50,nephrology
6198,1,0.19,M,40,68,urology
6199,0.95,0.97,M,28,51,nephrology
6200,1,0.84,F,31,55,nephrology
6201,1,0.97,M,26,53,nephrology
6202,1,0.97,M,34,62,urology
6203,0.84,0.91,M,30,61,nephrology
6204,0.85,0.91,F,22,48,urology
6205,1,0.93,F,34,59,nephrology
6206,0.99,0.55,F,26,50,nephrology
6207,1,0.27,M,22,58,nephrology
6208,1,0.43,M,28,55,nephrology
6209,1,0.34,M,27,52,other
6210,1,0.83,M,32,57,nephrology
6211,1,0.96,M,28,55,nephrology
6212,0.96,0.94,F,29,54,other
6213,0.94,0.87,M,40,67,urology
6214,1,0.03,M,35,60,nephrology
6215,0.98,0.38,M,34,57,other
6216,0.95,0.42,F,31,55,nephrology
6217,1,0.16,F,28,51,nephrology
6218,1,0.98,F,27,53,nephrology
6219,0.93,0.29,F,46,70,nephrology
6220,1,0.86,F,35,61,nephrology
6221,1,0.93,M,32,57,nephrology
6222,0.28,0.89,M,29,55,nephrology
6223,1,0.47,M,39,64,nephrology
6224,0.55,0.86,M,23,49,nephrology
6225,1,0.85,M,23,46,nephrology
6226,1,0.53,F,41,69,nephrology
6227,0.99,0.11,F,36,62,nephrology
6228,0.99,0.01,F,25,53,nephrology
6229,1,0.87,M,36,61,nephrology
6230,1,0.97,M,35,61,urology
6231,1,0.31,M,33,58,nephrology
6232,1,0.9,F,28,53,nephrology
6233,0.99,0.92,F,38,63,nephrology
6234,1,0.93,F,29,61,nephrology
6235,1,0.94,F,31,57,nephrology
6236,0.67,0.92,F,25,51,nephrology
6237,0.68,0.95,M,23,49,urology
6238,0.96,0.22,F,22,46,nephrology
6239,1,0.31,F,27,52,urology
6240,1,0.94,M,26,61,nephrology
6241,1,0.92,F,33,57,nephrology
6242,0.93,0.88,M,23,46,nephrology
6243,0.95,0.97,M,29,53,nephrology
6244,1,0.2,M,29,60,nephrology
6245,1,0.78,M,50,74,other
6246,1,0.91,F,41,68,urology
6247,1,0.9,F,38,61,nephrology
6248,1,0.9,F,37,60,nephrology
6249,1,0.88,M,34,58,nephrology
6250,0.99,0.23,F,28,51,nephrology
6251,1,0.93,M,33,57,nephrology
6252,0.91,0.15,M,41,64,nephrology
6253,0,0.25,M,37,61,nephrology
6254,0.99,0.59,F,35,58,nephrology
6255,1,0.94,M,43,66,nephrology
6256,1,0.9,F,44,67,nephrology
6257,1,0.21,F,25,52,nephrology
6258,0.95,0.87,M,43,68,nephrology
6259,1,0.32,M,27,51,nephrology
6260,1,0.93,M,30,54,nephrology
6261,0.73,0.96,F,36,60,nephrology
6262,0.96,0.96,M,30,56,nephrology
6263,0.76,0.94,F,22,80,other
6264,0.98,0.96,F,25,80,nephrology
6265,0.94,0.58,F,23,80,other
6266,0.91,0.91,F,22,68,nephrology
6267,1,0.46,M,31,80,other
6268,1,0.14,F,22,80,nephrology
6269,0.98,0.98,F,3,28,nephrology
6270,1,0.75,F,14,80,nephrology
6271,0.89,0.91,M,42,70,nephrology
6272,1,0.87,F,21,80,nephrology
6273,0.89,0.96,F,3,28,other
6274,1,0.93,F,21,80,nephrology
6275,0.95,0.98,F,21,80,nephrology
6276,0.77,0.47,F,26,56,nephrology
6277,1,0.14,F,30,59,other
6278,0.99,0.02,M,24,80,nephrology
6279,0.98,0.38,F,3,28,nephrology
6280,0.91,0.06,M,3,28,other
6281,0.57,0.92,F,21,80,nephrology
6282,0.94,0.96,F,22,80,nephrology
6283,0.96,0.95,F,21,80,nephrology
6284,0.94,0.98,F,3,28,nephrology
6285,0.96,0.07,M,27,80,other
6286,0.81,0.3,F,3,28,other
6287,0.97,0.96,F,20,80,nephrology
6288,1,0.43,F,46,73,nephrology
6289,0.59,0.92,F,25,62,nephrology
6290,1,0.45,F,17,46,nephrology
6291,1,0.15,F,22,54,nephrology
6292,0.75,0.9,F,18,44,nephrology
6293,1,0.81,M,17,45,other
6294,0.74,0.06,F,24,52,other
6295,0.94,0.98,F,37,80,nephrology
6296,0.54,0.89,M,38,65,other
6297,1,0.04,F,3,28,other
6298,0.63,0.82,F,28,50,nephrology
6299,0.58,0.85,F,21,80,nephrology
6300,0.85,0.57,M,23,51,other
6301,0.98,0.81,M,3,28,nephrology
6302,0.68,0.94,F,3,28,other
6303,0.93,0.79,F,37,80,nephrology
6304,1,0.47,F,28,80,other
6305,0.97,0.47,M,3,28,other
6306,0.9,0.94,F,23,80,nephrology
6307,0.91,0.92,F,11,66,nephrology
6308,0.58,0.94,M,27,59,other
6309,1,0.6,F,3,28,nephrology
6310,0.99,0.12,F,22,80,other
6311,0.99,0.9,F,22,80,other
6312,1,0.57,M,3,28,other
6313,1,0.86,F,44,73,other
6314,0.93,0.07,F,21,80,nephrology
6315,1,0.24,M,3,28,nephrology
6316,1,0.51,F,20,80,nephrology
6317,1,0.01,M,20,50,other
6318,0.97,0.92,F,22,80,nephrology
6319,1,0.84,F,30,80,nephrology
6320,1,0.8,M,21,80,nephrology
6321,0.99,0.95,F,17,41,nephrology
6322,0.9,0.5,F,32,80,other
6323,0.92,0.86,F,3,28,other
6324,1,0.89,F,3,28,other
6325,0.89,0.96,M,20,80,other
6326,0.34,0.8,M,25,80,urology
6327,1,0.9,M,18,46,urology
6328,0.9,0.43,F,3,28,other
6329,1,0.83,F,48,76,nephrology
6330,1,0.35,M,20,80,nephrology
6331,0.63,0.4,F,27,80,other
6332,0.65,0.91,M,20,60,other
6333,0.84,0.92,M,22,62,nephrology
6334,1,0.88,F,3,28,nephrology
6335,0.85,0.92,F,3,28,nephrology
6336,1,0.89,F,20,80,nephrology
6337,1,0.89,F,29,55,nephrology
6338,1,0.6,F,28,80,nephrology
6339,0.8,0.81,F,20,80,other
6340,1,0.95,M,16,80,nephrology
6341,0.99,0.91,M,20,80,nephrology
6342,0.94,0.32,M,3,28,nephrology
6343,1,0.46,F,36,66,nephrology
6344,0.84,0.41,F,31,67,nephrology
6345,1,0.88,F,23,80,other
6346,1,0.83,F,3,28,nephrology
6347,0.88,0.87,F,3,28,other
6348,0.97,0.91,F,3,28,nephrology
6349,0.99,0.97,M,8,80,nephrology
6350,0.9,0.94,F,22,80,nephrology
6351,1,0.82,F,3,28,nephrology
6352,0.99,0.92,F,20,80,other
6353,1,0.52,F,28,56,nephrology
6354,1,0.16,F,3,28,nephrology
6355,1,0.86,M,22,80,nephrology
6356,0.94,0.57,F,20,63,nephrology
6357,1,0.89,F,27,80,urology
6358,0.91,0.89,F,22,75,nephrology
6359,1,0.03,F,3,28,nephrology
6360,0.77,0.17,F,29,56,nephrology
6361,0.99,0.9,F,3,28,nephrology
6362,1,0.95,F,21,49,other
6363,0,0.18,F,34,75,nephrology
6364,1,0.41,F,10,64,other
6365,0.97,0.91,F,30,80,nephrology
6366,0.94,0.93,F,40,80,nephrology
6367,1,0.86,F,27,80,nephrology
6368,1,0.88,F,20,80,urology
6369,1,0.75,F,23,80,nephrology
6370,0.47,0.36,F,39,67,other
6371,0,0.06,F,3,28,other
6372,0,0.92,M,20,54,nephrology
6373,0.8,0.31,M,20,48,nephrology
6374,1,0.23,M,20,51,other
6375,0.89,0.52,M,20,50,nephrology
6376,0.92,0.96,F,21,47,other
6377,1,0.94,F,20,45,nephrology
6378,1,0.24,M,20,46,other
6379,1,0.11,M,20,45,nephrology
6380,0.93,0.82,F,20,50,urology
6381,1,0.87,M,20,45,nephrology
6382,1,0.95,M,20,50,urology
6383,0.94,0.88,F,20,47,nephrology
6384,1,0.87,M,21,49,nephrology
6385,0.98,0.52,M,20,49,nephrology
6386,0.37,0.86,F,20,46,other
6387,0.92,0.96,M,20,46,nephrology
6388,1,0.52,F,20,56,nephrology
6389,1,0.95,F,22,49,nephrology
6390,0.95,0.44,M,20,59,nephrology
6391,0.55,0.95,M,20,47,other
6392,1,0.79,F,20,45,nephrology
6393,1,0.07,M,20,47,other
6394,0.86,0.27,F,20,47,nephrology
6395,1,0.5,M,20,47,nephrology
6396,1,0.17,M,20,46,nephrology
6397,1,0.96,M,20,46,nephrology
6398,0.75,0.88,M,21,50,nephrology
6399,1,0.98,F,20,46,other
6400,1,0.93,F,21,47,nephrology
6401,1,0.2,M,20,47,nephrology
6402,1,0.96,F,21,50,nephrology
6403,1,0.47,M,20,49,other
6404,1,0.44,F,20,57,nephrology
6405,1,0.58,F,20,46,nephrology
6406,0.5,0.82,M,21,48,nephrology
6407,1,0.39,M,21,47,nephrology
6408,1,0.13,M,20,46,nephrology
6409,1,0.94,M,20,48,nephrology
6410,1,0.81,M,25,61,nephrology
6411,0.89,0.49,M,22,48,nephrology
6412,0.95,0.19,M,21,52,nephrology
6413,0.68,0.05,F,20,48,nephrology
6414,1,0.28,M,20,47,nephrology
6415,0.76,0.94,F,21,49,nephrology
6416,0.84,0.9,F,20,46,nephrology
6417,1,0.86,M,21,50,nephrology
6418,0.93,0.89,F,20,58,nephrology
6419,1,0.89,F,20,47,nephrology
6420,1,0.9,F,14,39,other
6421,1,0.33,M,20,46,nephrology
6422,1,0.25,F,20,51,nephrology
6423,0.68,0.92,M,20,48,other
6424,0.99,0.48,F,20,46,nephrology
6425,0.94,0.29,F,20,47,nephrology
6426,1,0.97,M,20,52,nephrology
6427,0.93,0.97,M,20,49,nephrology
6428,0.99,0.9,M,20,52,nephrology
6429,1,0.94,F,20,46,nephrology
6430,1,0.93,M,20,47,nephrology
6431,0.88,0.93,M,20,45,nephrology
6432,0.99,0.5,M,20,46,nephrology
6433,0.97,0.92,F,20,62,nephrology
6434,1,0.15,M,20,58,nephrology
6435,0.74,0.25,M,20,46,other
6436,1,0.74,M,22,48,other
6437,1,0.89,F,20,48,nephrology
6438,0.64,0.43,M,20,54,nephrology
6439,1,0.23,M,20,66,nephrology
6440,1,0.84,F,20,46,nephrology
6441,0.99,0.92,M,20,59,nephrology
6442,0.72,0.83,M,20,48,nephrology
6443,1,0.09,F,20,49,nephrology
6444,1,0.03,M,20,47,nephrology
6445,0.96,0.96,F,21,52,nephrology
6446,1,0.88,M,20,49,nephrology
6447,0.54,0.89,F,20,46,other
6448,1,0.04,M,20,54,nephrology
6449,1,0.79,M,20,56,nephrology
6450,1,0.28,F,20,56,nephrology
6451,1,0.56,F,20,47,other
6452,1,0.36,M,20,46,nephrology
6453,1,0.95,M,20,46,nephrology
6454,0.98,0.88,M,18,62,nephrology
6455,0,0.11,F,21,48,nephrology
6456,1,0.15,M,20,46,nephrology
6457,0.95,0.97,F,37,62,nephrology
6458,1,0.96,M,37,61,urology
6459,0.89,0.5,F,24,47,nephrology
6460,0.51,0.48,M,28,55,nephrology
6461,0.96,0.91,M,22,46,nephrology
6462,1,0.93,M,27,53,other
6463,0.94,0.83,M,22,46,nephrology
6464,0.98,0.22,F,23,52,nephrology
6465,0.88,0.49,F,24,50,nephrology
6466,1,0.96,M,36,60,nephrology
6467,0.99,0.19,M,24,46,nephrology
6468,0.95,0.95,M,33,57,nephrology
6469,0.75,0.88,F,24,52,nephrology
6470,1,0.37,F,43,67,nephrology
6471,0.98,0.81,F,20,58,other
6472,0.91,0.34,M,3,28,other
6473,1,0.9,F,3,28,nephrology
6474,0.23,0.98,F,3,28,nephrology
6475,1,0.44,F,22,64,other
6476,0.97,0.19,F,3,28,other
6477,1,0.63,F,3,28,nephrology
6478,0.82,0.23,F,3,28,nephrology
6479,0.81,0.54,M,3,28,other
6480,1,0.59,F,30,80,nephrology
6481,1,0.86,M,27,59,nephrology
6482,0.81,0.98,F,20,53,other
6483,0.75,0.22,M,3,28,other
6484,0.98,0.88,M,17,70,other
6485,0.8,0.55,F,22,80,other
6486,0.86,0.93,M,21,80,other
6487,1,0.5,M,3,28,nephrology
6488,1,0.02,F,31,80,other
6489,1,0.9,M,25,80,other
6490,1,0.92,F,20,45,nephrology
6491,1,0.86,M,23,56,nephrology
6492,1,0.19,F,3,28,nephrology
6493,0.92,0.86,F,3,28,nephrology
6494,0.6,0.95,F,21,80,nephrology
6495,0.87,0.94,F,19,80,nephrology
6496,1,0.98,F,3,28,nephrology
6497,0.98,0.32,F,3,28,nephrology
6498,0.99,0.93,F,3,28,nephrology
6499,1,0.05,F,27,80,nephrology
6500,0.82,0.21,F,3,28,other
6501,0.98,0.56,F,3,28,nephrology
6502,0.96,0.83,M,21,70,nephrology
6503,1,0.39,F,27,80,nephrology
6504,1,0.45,F,27,69,nephrology
6505,0.74,0.87,F,19,45,other
6506,1,0.33,F,27,80,other
6507,0.64,0.31,M,3,28,other
6508,0.86,0.42,F,20,80,nephrology
6509,1,0.92,F,19,46,nephrology
6510,0.2,0.89,F,20,80,other
6511,1,0.81,F,3,28,urology
6512,0.99,0.98,M,19,50,nephrology
6513,1,0.91,F,24,55,nephrology
6514,0.96,0.76,F,30,80,nephrology
6515,0.76,0.19,M,3,28,nephrology
6516,0.79,0.87,F,26,57,other
6517,1,0.87,F,30,80,nephrology
6518,0.84,0.39,F,22,48,nephrology
6519,0.86,0.46,F,20,80,nephrology
6520,0,0.92,F,3,28,nephrology
6521,0.94,0.98,F,34,80,nephrology
6522,1,0.94,M,37,67,nephrology
6523,1,0.91,M,24,48,nephrology
6524,1,0.12,M,24,47,nephrology
6525,0.86,0.3,M,23,51,nephrology
6526,1,0.51,F,23,48,nephrology
6527,1,0.09,F,3,28,other
6528,0.71,0.9,M,26,52,nephrology
6529,0.99,0.97,F,41,66,nephrology
6530,0.98,0.17,F,3,28,nephrology
6531,0.62,0.8,M,3,28,other
6532,0.88,0.21,F,20,80,other
6533,1,0.89,F,52,80,nephrology
6534,1,0.44,F,3,28,nephrology
6535,0.74,0.93,F,3,28,other
6536,1,0.98,F,25,80,nephrology
6537,1,0.34,F,20,67,nephrology
6538,0.83,0.21,F,22,80,nephrology
6539,0.96,0.76,F,31,80,other
6540,1,0.08,F,3,28,other
6541,1,0.26,F,22,69,urology
6542,1,0.85,F,30,80,urology
6543,1,0.11,F,26,75,nephrology
6544,0.94,0.98,F,35,80,nephrology
6545,1,0.86,F,28,80,nephrology
6546,1,0.93,F,43,67,nephrology
6547,0.85,0.92,F,22,80,nephrology
6548,0.79,0.96,M,42,68,nephrology
6549,1,0.25,F,29,80,nephrology
6550,1,0.36,M,3,28,nephrology
6551,0.85,0.91,M,21,47,nephrology
6552,1,0.87,F,19,52,nephrology
6553,1,0.9,F,20,80,nephrology
6554,0.97,0.55,F,20,44,nephrology
6555,1,0.92,F,23,65,nephrology
6556,0.96,0.96,F,3,28,nephrology
6557,0.6,0.92,F,20,80,nephrology
6558,1,0.87,F,19,61,nephrology
6559,0.6,0.98,M,26,80,nephrology
6560,0.94,0.79,M,21,47,other
6561,1,0.92,M,20,80,nephrology
6562,0.94,0.84,M,20,80,other
6563,0.77,0.92,F,31,55,nephrology
6564,1,0.95,M,23,80,nephrology
6565,1,0.84,F,3,28,other
6566,1,0.14,M,3,28,other
6567,1,0.91,F,24,80,urology
6568,0.63,0.92,F,19,62,other
6569,1,0.23,F,3,28,other
6570,0.43,0.3,F,19,80,other
6571,0.94,0.53,F,3,28,nephrology
6572,1,0.16,F,37,67,nephrology
6573,1,0.91,F,19,55,other
6574,1,0.05,M,34,60,other
6575,1,0.28,F,20,49,nephrology
6576,0.99,0.94,F,3,28,other
6577,1,0.55,M,20,80,nephrology
6578,1,0.9,F,21,80,nephrology
6579,1,0.93,F,3,28,nephrology
6580,0.9,0.93,M,19,80,nephrology
6581,0.81,0.91,F,24,80,other
6582,0,0.58,F,3,28,nephrology
6583,1,0.98,F,3,28,nephrology
6584,0.8,0.87,F,23,67,other
6585,0.8,0.87,F,3,28,other
6586,0.54,0.96,F,19,63,other
6587,1,0.28,M,3,28,nephrology
6588,0.79,0.89,F,20,47,other
6589,1,0.92,F,22,63,nephrology
6590,0.99,0.92,F,20,80,urology
6591,1,0.91,F,22,80,nephrology
6592,0,0.58,F,18,80,other
6593,0.73,0.17,M,25,52,other
6594,1,0.94,F,14,41,other
6595,0.99,0.95,F,24,80,nephrology
6596,1,0.92,F,3,28,nephrology
6597,1,1,F,3,28,other
6598,0.66,0.89,F,41,71,nephrology
6599,0.45,0.92,F,21,80,nephrology
6600,1,0.99,F,30,80,other
6601,1,0.93,F,3,28,nephrology
6602,0.79,0.11,F,3,28,nephrology
6603,1,0.87,F,3,28,nephrology
6604,0.37,0.49,F,18,80,nephrology
6605,1,0.88,F,18,44,other
6606,1,0.58,F,3,28,other
6607,1,0.08,F,19,80,nephrology
6608,1,0.33,M,18,54,other
6609,0.39,0.37,F,20,60,nephrology
6610,0.91,0.52,F,19,80,other
6611,0.99,0.02,F,3,28,nephrology
6612,0.82,0.88,F,3,28,nephrology
6613,0.96,0.89,F,18,80,other
6614,1,0.45,F,3,28,nephrology
6615,1,0.05,F,22,50,nephrology
6616,0.94,0.17,M,23,52,nephrology
6617,1,0.59,F,21,58,nephrology
6618,1,0.02,M,28,61,nephrology
6619,0.98,0.09,F,30,80,other
6620,0.94,0.87,F,31,80,nephrology
6621,0.92,0.94,F,18,44,other
6622,1,0.86,F,30,55,nephrology
6623,1,0.78,F,41,80,nephrology
6624,0.98,0.87,M,41,64,nephrology
6625,0.83,0.91,F,20,80,nephrology
6626,1,0.76,M,27,52,nephrology
6627,0.99,0.35,M,20,48,nephrology
6628,1,0.89,F,40,64,nephrology
6629,1,0.33,F,20,48,nephrology
6630,0.27,0.94,F,20,80,other
6631,0.95,0.91,F,26,52,nephrology
6632,1,0.93,F,19,80,nephrology
6633,0.98,0.92,F,27,51,nephrology
6634,1,0.04,M,3,28,nephrology
6635,0.93,0.79,F,3,28,urology
6636,0.95,0.42,M,3,28,other
6637,0.56,0.91,F,24,47,nephrology
6638,1,0.52,M,22,51,nephrology
6639,1,0.5,F,20,51,nephrology
6640,0,0.53,M,19,60,other
6641,1,0.84,F,18,80,nephrology
6642,0.99,0.97,F,27,51,nephrology
6643,0.99,0.46,M,28,52,nephrology
6644,1,0.16,M,3,28,nephrology
6645,0.77,0.92,F,22,50,nephrology
6646,1,0.87,F,20,50,nephrology
6647,0.87,0.32,F,23,51,nephrology
6648,1,0.17,F,19,51,nephrology
6649,1,0.13,F,19,51,nephrology
6650,1,0.32,M,24,51,other
6651,0.83,0.84,F,3,80,nephrology
6652,0.99,0.96,F,3,28,nephrology
6653,1,0.85,M,22,50,nephrology
6654,1,0.92,M,34,60,nephrology
6655,1,0.46,F,3,28,nephrology
6656,0.83,0.58,M,21,44,other
6657,0.97,0.49,F,18,57,other
6658,0.94,0.98,F,33,80,nephrology
6659,1,0.93,F,19,50,nephrology
6660,0.83,0.16,M,21,57,nephrology
6661,1,0.1,M,23,50,nephrology
6662,0.95,0.97,F,22,80,other
6663,1,0.2,M,19,45,nephrology
6664,1,0.92,F,3,28,nephrology
6665,0.94,0.98,F,3,28,nephrology
6666,0.51,0.87,F,3,28,other
6667,0.96,0.96,F,19,80,nephrology
6668,0.81,0.83,F,21,80,nephrology
6669,1,0.92,M,20,46,nephrology
6670,0.98,0.53,F,20,48,urology
6671,0.99,0.97,M,19,61,nephrology
6672,0.94,0.96,M,22,80,nephrology
6673,1,0.03,F,3,28,nephrology
6674,0.99,0.6,M,15,42,nephrology
6675,1,0.96,F,19,80,nephrology
6676,0.66,0.94,F,23,48,urology
6677,0.93,0.08,F,23,49,nephrology
6678,1,0.89,F,32,65,nephrology
6679,0.77,0.82,F,19,55,nephrology
6680,1,0.57,F,3,28,nephrology
6681,1,0.03,F,36,62,nephrology
6682,0.85,0.85,F,17,80,nephrology
6683,1,0.06,F,20,53,other
6684,0.97,0.95,F,3,28,other
6685,1,0.92,F,3,28,nephrology
6686,0,0.52,M,20,54,other
6687,0.98,0.36,M,22,80,other
6688,0.85,0.26,F,18,80,nephrology
6689,1,0.09,M,19,43,nephrology
6690,0.98,0.11,F,19,80,other
6691,0.57,0.11,M,19,53,other
6692,1,0.92,F,3,28,other
6693,1,0.37,F,3,28,nephrology
6694,1,0.05,M,20,48,nephrology
6695,1,0.37,F,18,80,nephrology
6696,0.93,0.2,F,25,56,other
6697,1,0.8,M,20,80,nephrology
6698,1,0.35,F,29,52,nephrology
6699,0.99,0.13,F,3,28,nephrology
6700,0.82,0.41,M,18,64,nephrology
6701,1,0.96,M,3,28,nephrology
6702,1,0.96,F,3,28,nephrology
6703,0.6,0.84,F,19,58,nephrology
6704,0.88,0.1,F,23,57,nephrology
6705,1,0.39,M,21,44,nephrology
6706,0.82,0.9,M,31,56,nephrology
6707,1,0.59,M,23,46,other
6708,1,0.95,M,22,57,nephrology
6709,1,0.45,F,3,28,nephrology
6710,0.95,0.98,F,17,80,urology
6711,1,0.85,F,34,58,other
6712,0.92,0.55,M,27,66,nephrology
6713,0.9,0.07,M,19,64,nephrology
6714,0.98,0.95,F,24,52,nephrology
6715,0.79,0.39,F,20,59,nephrology
6716,1,0.51,F,22,60,nephrology
6717,1,0.99,F,29,80,nephrology
6718,0.96,0.82,M,19,45,nephrology
6719,1,0.96,F,3,28,nephrology
6720,1,0.33,M,19,60,other
6721,0.86,0.93,F,27,63,nephrology
6722,0.97,0.95,M,19,45,nephrology
6723,1,0.91,M,3,28,other
6724,0.29,0.93,M,19,80,nephrology
6725,1,0.78,M,19,80,nephrology
6726,1,0.1,M,18,46,nephrology
6727,0.96,0.96,F,24,49,urology
6728,0.99,0.95,F,31,54,nephrology
6729,0.94,0.18,F,20,65,urology
6730,1,0.97,F,19,45,nephrology
6731,1,0.57,M,18,47,nephrology
6732,1,0.98,F,24,48,nephrology
6733,1,0.9,M,28,56,nephrology
6734,1,0.97,F,32,80,nephrology
6735,0.55,0.94,F,18,48,other
6736,1,0.91,F,19,80,nephrology
6737,1,0.96,F,19,49,other
6738,1,0.9,M,28,80,nephrology
6739,0.24,0.88,M,18,80,nephrology
6740,1,0.94,F,3,28,nephrology
6741,0.95,0.78,F,27,55,other
6742,0.69,0.3,M,28,51,nephrology
6743,0.99,0.44,F,19,51,nephrology
6744,0.5,0.38,F,27,80,nephrology
6745,0.93,0.97,F,20,80,nephrology
6746,0.8,0.92,F,23,72,nephrology
6747,0.66,0.07,M,21,61,other
6748,0.99,0.33,M,28,53,nephrology
6749,0.78,0.89,M,19,56,other
6750,0.44,0.92,F,19,80,other
6751,0.93,0.92,M,19,46,nephrology
6752,0.85,0.14,M,32,80,other
6753,1,0.85,M,19,45,other
6754,0.98,0.45,F,26,49,urology
6755,1,0.93,M,22,80,urology
6756,1,0.36,F,3,28,nephrology
6757,0.59,0.89,F,19,68,nephrology
6758,1,0.29,F,30,58,nephrology
6759,0.98,0.11,M,19,80,nephrology
6760,1,0.28,F,3,28,other
6761,1,0.81,M,27,54,nephrology
6762,1,0.27,F,19,46,nephrology
6763,0.97,0.29,M,19,48,nephrology
6764,1,0.52,M,19,47,nephrology
6765,0.52,0.91,F,20,57,nephrology
6766,0.66,0.86,M,19,49,nephrology
6767,1,0.2,F,26,50,nephrology
6768,1,0.23,F,18,49,nephrology
6769,0.9,0.09,F,18,65,nephrology
6770,1,0.91,M,20,49,nephrology
6771,1,0.25,F,22,68,nephrology
6772,1,0.91,M,39,61,nephrology
6773,0.81,0.92,M,18,53,nephrology
6774,1,0.05,F,24,65,nephrology
6775,1,0.84,M,21,47,other
6776,1,0.35,F,19,80,nephrology
6777,1,0.11,M,3,28,other
6778,1,0.88,F,3,28,nephrology
6779,1,0.89,F,18,80,nephrology
6780,1,0.31,M,25,50,nephrology
6781,1,0.96,F,24,80,nephrology
6782,1,0.88,M,18,42,nephrology
6783,0.7,0.53,F,31,80,nephrology
6784,1,0.03,F,30,62,other
6785,1,0.96,F,3,28,nephrology
6786,1,0.52,F,20,80,nephrology
6787,1,0.13,M,19,46,nephrology
6788,0.92,0.9,M,34,58,nephrology
6789,0.77,0.88,F,18,45,other
6790,1,0.57,M,17,44,nephrology
6791,0.97,0.57,M,20,80,other
6792,1,0.17,M,26,50,nephrology
6793,0.87,0.29,M,26,49,nephrology
6794,0.46,0.51,M,18,44,other
6795,1,0.41,F,18,67,nephrology
6796,1,0.06,F,21,46,nephrology
6797,1,0.96,F,3,28,nephrology
6798,1,0.95,M,17,45,other
6799,1,0.92,F,20,47,other
6800,0.92,0.91,M,18,48,nephrology
6801,0.86,0.44,M,19,62,nephrology
6802,1,0.83,F,20,48,nephrology
6803,0.64,0.89,F,20,50,nephrology
6804,0.92,0.59,M,19,44,other
6805,1,0.87,F,3,28,nephrology
6806,1,0.36,F,18,44,urology
6807,0.84,0.07,M,17,44,nephrology
6808,0.92,0.3,M,29,52,nephrology
6809,1,0.43,F,18,55,nephrology
6810,1,0.82,F,37,80,other
6811,1,0.04,M,19,46,other
6812,1,0.03,F,20,80,nephrology
6813,0.84,0.82,F,19,62,other
6814,0.64,0.44,M,18,48,other
6815,0.98,0.03,F,24,65,nephrology
6816,0.98,0.19,F,11,80,other
6817,0.58,0.94,F,19,80,nephrology
6818,1,0.92,F,21,80,nephrology
6819,1,0.96,F,3,28,nephrology
6820,1,0.26,F,18,48,nephrology
6821,0,0.45,F,3,28,other
6822,0.82,0.23,M,24,50,nephrology
6823,0.75,0.94,F,3,28,nephrology
6824,0.73,0.93,M,19,48,nephrology
6825,1,0.84,M,39,63,other
6826,1,0.88,F,32,80,nephrology
6827,0.17,0.86,F,28,50,other
6828,1,0.87,M,19,58,nephrology
6829,1,0.29,M,27,59,nephrology
6830,1,0.99,M,21,50,nephrology
6831,1,0.8,F,17,43,nephrology
6832,0.7,0.91,F,19,49,urology
6833,1,0.75,F,3,28,nephrology
6834,1,0.83,F,19,49,other
6835,0.79,0.41,F,17,43,nephrology
6836,1,0.75,F,8,80,other
6837,1,0.92,M,34,66,nephrology
6838,1,0.8,M,29,57,nephrology
6839,0.84,0.88,M,27,51,other
6840,1,0.97,M,18,80,nephrology
6841,0.99,0.96,F,3,28,nephrology
6842,1,0.15,M,25,53,nephrology
6843,0.88,0.91,M,19,55,nephrology
6844,0.95,0.29,F,33,58,nephrology
6845,0.99,0.92,M,29,60,nephrology
6846,0.76,0.91,M,22,48,nephrology
6847,1,0.94,F,19,80,nephrology
6848,0.62,0.16,M,17,43,other
6849,0.72,0.43,M,17,53,other
6850,1,0.31,M,36,59,nephrology
6851,0.95,0.27,M,19,51,nephrology
6852,0.96,0.94,F,3,28,urology
6853,1,0.12,F,19,80,nephrology
6854,1,0.8,M,29,53,nephrology
6855,0.94,0.14,F,25,53,nephrology
6856,0.88,0.88,M,20,44,other
6857,1,0.06,F,3,28,nephrology
6858,1,0.83,F,3,28,other
6859,1,0.87,M,39,63,nephrology
6860,0.84,0.32,M,19,57,nephrology
6861,0.92,0.04,F,18,51,nephrology
6862,0.66,0.9,M,21,47,nephrology
6863,1,0.3,F,33,58,urology
6864,1,0.89,M,19,45,nephrology
6865,1,0.98,F,3,28,nephrology
6866,1,0.23,M,23,80,other
6867,0.99,0.87,M,25,50,nephrology
6868,0.89,0.97,F,18,80,nephrology
6869,0.95,0.26,F,18,80,nephrology
6870,0.98,0.25,F,18,44,nephrology
6871,1,0.27,F,22,47,nephrology
6872,1,0.89,M,28,56,nephrology
6873,1,0.82,F,3,28,other
6874,0.97,0.3,F,3,28,other
6875,1,0.93,F,27,68,nephrology
6876,1,0.37,F,3,28,nephrology
6877,0.95,0.97,M,26,51,nephrology
6878,1,0.5,F,3,28,other
6879,1,0.11,F,18,47,nephrology
6880,1,0.42,M,3,28,other
